,Spreadsheet maintain by HTMAG community - join discord to discuss and contribute https://howtomarketagame.com/,,,,,,,,,,,
,OPEN,CLOSING SOON!,LAST DAY!,,,,,,,,,
Festival,Type,When,Deadline (YYYY-MM-DD),Submission Open,Price,Steam page,"Was it worth the price?
Boomstock,Digital Expo,October,2025-06-15,FALSE,Free,Yes,???,"Curated event. ""celebrating kick-ass action games (so they go BOOM) """,https://docs.google.com/forms/d/e/1FAIpQLScSi_1twtGTeJDb-vSecLjsRbqtJ6uBAesaTXCmV9T1Vt9Mvw/viewform,,FALSE,-163
Game Devs of Color Expo,Digital Expo,September,2025-06-13,FALSE,Free,Yes,Yes with front page featuring (Takeunder Banner),"Curated event. ""This event centers on people of color. If you identify as a person of color, you are more than welcome to apply."" Around 70 games featured, demos are optional.",https://www.gamedevsofcolor.org/apply,"https://store.steampowered.com/sale/gdocexpo2024
https://store.steampowered.com/sale/gdocexpo2023
https://store.steampowered.com/curator/38233967/sale/gradientconvergence2022/
https://store.steampowered.com/sale/gradientconvergence2021
https://store.steampowered.com/sale/gradientconvergence",FALSE,-165
Moonlite Madness,Digital Expo,June,2025-06-12,FALSE,???,No,???,Curated event.,https://nevermoreniche.com/moonlite-madness/,,FALSE,-166
Steam Digital Tabletop Fest,Digital Expo,March,2025-06-11,FALSE,Free,Yes,Yes,"Curated event. ""We welcome the submission of any digital tabletop-related video game for this event.""",https://docs.google.com/forms/d/e/1FAIpQLSfHnzRMkA_nhi8Enm-lgPO1vJ7UDmFMAJx31Jk_EauvkAjenQ/viewform,https://store.steampowered.com/sale/tabletopfest,FALSE,-167
Rainbow Tech Fest,Digital Expo,June,2025-06-11,FALSE,Free,???,???,"Curated event. ""We're featuring games created by/or featuring LGBTQIA+ characters games during our opening day kick-off celebration.""",https://bsky.app/profile/rainbowtechfest.bsky.social/post/3low4odifws2m,,FALSE,-167
Games To Get Excited About Fest,Digital Expo,June,2025-06-10,FALSE,???,No,???,Curated event.,https://docs.google.com/forms/d/e/1FAIpQLSfmdgMXfc64YBNgETXMQHUj6ru_f577hXWp8dP2XwCozKgOYA/viewform,,FALSE,-168
Tiny Teams,Digital Expo,August,2025-06-09,FALSE,Free,Yes with front page featuring,YES,"You need a demo. It is a curated event for small teams, <5 members as of 2021. Games streamed on twitch, youtube.",https://www.yogscast.games/tinyteams,https://store.steampowered.com/sale/tinyteamsfestival,FALSE,-169
Summer Postcard Fest,Digital Expo,September,2025-05-29,FALSE,Free,???,???,"Curated event. ""We want to give players one last taste of summer """,https://docs.google.com/forms/d/e/1FAIpQLSecUV7CUnOedrpoWOnpo5M6MIp8PsbVo_dgqPzQB07Qum_q8g/viewform,,FALSE,-180
Cozy Quest,Digital Expo,November,2025-05-26,FALSE,Free,"Yes, with featuring",???,"Curated event. ""a mix of classic, new, and upcoming cozy delights""",https://docs.google.com/forms/d/e/1FAIpQLSdCWvvkQRVbz0Hc8y59wwaXdgi-YQYV1312u7p9qMAtH6bQIw/viewform,"https://store.steampowered.com/sale/CozyQuest2023
https://store.steampowered.com/sale/CozyQuest2024",FALSE,-183
Busan Indie Connect Festival,Digital Expo,August,2025-05-15,FALSE,???,???,???,Curated event.,https://bicfest.org/enroll/information,,FALSE,-194
Short Games Showcase,Digital Expo,August,2025-05-15,FALSE,Free,Yes,???,"Short Games Showcase is an event dedicated to celebrating short video games on Steam.

This showcase highlights games that offer a complete and fulfilling experience within 1 to 4 hours of gameplay, making them perfect for players who enjoy concise and impactful narratives.",https://ogrepixel.com/shortgames/,,FALSE,-194
A Blast in the Past,Digital Expo,September,2025-05-15,FALSE,Free,Yes,???,"Curated event. ✅ Eligible games meet this criteria: Are set in a historical period (or periods) before 1990 ... Strive for a degree of historical accuracy ... Reflect the technology, societies, conflicts, or daily lives of people from the past",https://docs.google.com/forms/d/e/1FAIpQLScUhjY_jzx1FoDt0wjhLdjdtmluXR77fsQQtJ_DVH5s1rjtig/viewform,,FALSE,-194
Black Voices in Gaming,Digital Expo,June,2025-05-07,FALSE,Free,Yes,???,"Curated event, dedicated exclusively to presenting games created by Black developers, titles featuring Black protagonists",https://form.jotform.com/251054590127957,,FALSE,-202
Back to school,Digital Expo,August,2025-05-04,FALSE,Free,Yes,???,"Curated event. ""We want to celebrate the start of the new school year with games that are educational, productivity-enhancing, and help enrich your mind""",https://tally.so/r/nrYqE2,https://store.steampowered.com/sale/BacktoSchoolSale2024,FALSE,-205
Games in NY,Digital Expo,May,2025-05-02,FALSE,Free,Yes,???,"Curated event. "" We are accepting games that are set, designed and published in NY (City and State).""",https://docs.google.com/forms/d/e/1FAIpQLSc9_3AlU2THKolrpNNlrdb2o4qe8rNHMAhxqIV_X9i7tjmjyA/viewform,,FALSE,-207
Eastern Martial Artists,Digital Expo,June,2025-04-30,FALSE,Free,Yes with featuring,???,"Curated event. ""We welcome games featuring themes such as ninjas, samurais, martial arts, martial heroes, kung fu and cultivation, to participate in this event!""",https://www.spiralupgames.com/events/emaweek,,FALSE,-209
Indie Assemble,Digital Expo,May,2025-04-25,FALSE,???,Yes,???,"The initiative will run alongside Rome Video Game Lab, the festival that celebrates video games as a form of cultural expression and a tool for social engagement, held in Rome with the support of Excaliber. Indie Assemble will be a valuable opportunity for independent developers to showcase their games and reach a global audience of passionate players.",https://excaliber.it/en/excaliber-presents-indie-assemble-the-steam-promotion-dedicated-to-indie-games/,,FALSE,-214
Southeast Asian Games Showcase,Digital Expo,June,2025-04-15,FALSE,???,Yes,???,"Curated event. ""Only games being developed by Southeast Asia based or Southeast Asian-led development teams will be accepted. """,https://docs.google.com/forms/d/e/1FAIpQLScKskD1rRnA88gZeNIH1IByHuxZzPwmNJJMEgxM_78KOHbl1g/viewform,,FALSE,-224
IndieCade,Digital Expo,November,2025-04-14,FALSE,80$,Yes with front page featuring,Depends,"Curated event, only few games from paid submission got featuring.",https://www.indiecade.com/,https://store.steampowered.com/curator/5419830/sale/indiecade2022,FALSE,-225
Day of the Devs: Summer Game Fest,Digital Expo,June,2025-04-11,FALSE,Free,???,???,Curated event.,https://www.dayofthedevs.com/submit/,,FALSE,-228
East Asia Indie Games Celebration,Digital Expo,August,2025-04-04,FALSE,Free,Yes,???,"Curated event. ""We sincerely invite indie game developers from across East Asia—including Taiwan, China, Japan, Korea, Hong Kong, Macau, and other regions—to participate in this grand online game sales event. This is an opportunity to showcase the diverse and creative game culture of East Asia.""",https://docs.google.com/forms/d/e/1FAIpQLSd6OQhUuFQmCE0r4JlyQeVdhrFxs1i-ehCCbufv6yQDnmG7-w/viewform,,FALSE,-235
OTK Expo,Digital Expo,May,2025-04-01,FALSE,Free,No,Yes,Curated event with excellent streamer coverage,https://www.otkgamesexpo.com/,https://store.steampowered.com/curator/42428269/sale/OTKGamesExpo2025,FALSE,-238
Cerebral Puzzle Showcase,Digital Expo,May,2025-03-31,FALSE,Free,"Yes, featuring",Yes,Curated event,https://www.cerebralpuzzleshowcase.com,https://store.steampowered.com/sale/CerebralPuzzleShowcase,FALSE,-239
Indie3,Digital Expo,June,2025-03-31,FALSE,100$,???,???,Curated event from Best Indie Games channel.,"https://docs.google.com/forms/d/e/1FAIpQLSeZ0aWr0Fo9L_S5rlMC4mKtftO91yW6u7OtU6bAk3w8oHkiOw/viewform
https://www.youtube.com/watch?v=evBtIu6USWU&ab_channel=BestIndieGames",,FALSE,-239
FGS Live From gamescom latam,Digital Expo,May,2025-03-25,FALSE,Free,???,???,"""Each show will feature exclusive trailers, announcements, and deep dives on a variety of titles, from indie to AAA. Do you want to be involved?""",https://docs.google.com/forms/d/e/1FAIpQLSeqyl4mQuBrtzXbPMrmIIBDt0sbxiOrTiObwMTIgaEqJL8BBA/viewform?_sc=NDA3NTY2NCMxMTkyNTk%3D,,FALSE,-245
Wholesome Direct,Digital Expo,June,2025-03-20,FALSE,Free,Yes,Yes,"Curated event. A full-length showcase packed with exclusive footage and announcements from uplifting, emotionally resonant indie games. ",https://wholesomegames.com/,,FALSE,-250
Survival Games Sale,Digital Expo,June,2025-03-19,FALSE,Free,Yes,???,Steam games released or upcoming that fit the survival theme. ,https://docs.google.com/forms/d/e/1FAIpQLSfZdOG0I67izLbSkZELJEiX9GUxoBJZye_CQj9sx60z8SxWTA/viewform,,FALSE,-251
TurnBasedThursdayFest ,Digital Expo,June,2025-03-14,FALSE,Free,Yes,Free,Curated event.,"https://turnbasedfest.com/
https://docs.google.com/forms/d/e/1FAIpQLScVPAaW4v7-uHhXlFOzldPIQt3vdT0WB_neCLv4ozokAu8o_Q/viewform",,FALSE,-256
Otome Games Celebration,Digital Expo,May,2025-03-07,FALSE,Free,Yes,,"Curated event. ""... must call itself an otome somewhere ...""",https://docs.google.com/forms/d/e/1FAIpQLSeXPtplnRVFP6PeUOyB34ggmAUQCzXrIBoPbEBojFZtkRnjHg/viewform,,FALSE,-263
Six One Indie Showcase ,Digital Expo,May,2025-02-28,FALSE,Free,???,???,Curated event. 30 games,https://www.sixoneindie.com/,,FALSE,-270
The Days of Ramadan Festival,Digital Expo,March,2025-02-27,FALSE,Free,Yes,,Southeast Asia Game Aesthetic is hosting the first event for Steam-based event celebrating Ramadan month.,https://docs.google.com/forms/d/e/1FAIpQLSerqVf0ZllXR2wij6HJddLLJayQZG9g978MHVAiy0OC3KRY9A/viewform,,FALSE,-271
Strategems,Digital Expo,April,2025-02-21,FALSE,Free,Yes,,"Strategy games from all sub-genres, including turn-based, roguelikes, 4X, tower defenses, deckbuilders, and more—focusing on games with high replayability.
Games priced at no more than $14.99 / 14,99€ or equivalent.
Ideally, discounted prices for released games and with a demo for unreleased games.",https://docs.google.com/forms/d/e/1FAIpQLSdWjC_9q-1wDwCl_2jbdLzfcxCJagW369xV7MFIfRbweyEqGA/viewform,,FALSE,-277
Cozy & Family Friendly Game Fest,Digital Expo,February,2025-02-20,FALSE,Free,Yes (featuring),Yes,"Curated Event ""Only for cozy & family friendly games""",https://docs.google.com/forms/d/e/1FAIpQLScNIekmCjEvXUuiJbWjaPdOKxZ8S6_plW0sfkQ9_xoHSLnn9Q/viewform,https://store.steampowered.com/sale/cozyfest2024,FALSE,-278
SUGOI ,Digital Expo,March,2025-02-20,FALSE,Free,Yes,,SUGOI 2025 is a digital showcase that aims to explore what happens when games go off the rails.,https://docs.google.com/forms/d/e/1FAIpQLSe-np_V6bc6UtSTnbzL5mBYcb_Q67dn9G0Su5Qbc33XmmqDLg/viewform,,FALSE,-278
Frosty Games Fest,Digital Expo,June,2025-02-19,FALSE,Free,Yes,???,"If you're located in Australia or New Zealand, and working on a video game that you'd like to showcase as part of Frosty Games Fest – we'd love to hear from you! ",https://docs.google.com/forms/d/e/1FAIpQLScX_dv81cAsXSpBWf6-FsupHqJpZ1afXoCchLEWGYdfVn9fMA/viewform,,FALSE,-279
Polish Constitution Days,Digital Expo,May,2025-02-16,FALSE,Free,Yes,???,Curated event. For games by Polish developers/publishers or with a Polish translation,https://docs.google.com/forms/d/e/1FAIpQLSc6kruMF0SQtyrvNvDwpAL-p2sKlHgW_o9cztvemRcostiImQ/viewform,,FALSE,-282
Minimal and Chill Steam Fest,Digital Expo,April,2025-02-14,FALSE,Free,Yes,???,"Curated event. ""What we're after are games that show the minimal side of game design;""",https://docs.google.com/forms/d/e/1FAIpQLSdYQE-R3jRNyu7PAyg9-6QdQQ7ZvaoU3mDy1478oGd2fV7x3w/viewform,,FALSE,-284
INDIE Live Expo - Summer,Digital Expo,April,2025-02-12,FALSE,Free,Yes with front page featuring,Yes,"Curated event but lots of games, overlapped with other festivals in June, but overall ok for being free.",https://indie.live-expo.games/en/entry/,https://store.steampowered.com/sale/indieliveexpo2021,FALSE,-286
Tacticon,Digital Expo,July,2025-01-31,FALSE,Free,Yes,Yes,"Curated event. Excellent, must attend event for strategy games.","https://www.tacticon.games/
https://docs.google.com/forms/d/e/1FAIpQLSd4qsGBkGGa2pi4zPkc8YnESEyM5Q0aFxU8Iife_zYhc9WmTA/viewform",https://store.steampowered.com/sale/TactiCon,FALSE,-298
London Games Festival,Digital Expo,April,2025-01-24,FALSE,Free,Yes,???,This event is to show off the amazing games that have come out of London so please only apply if you are a London-based publisher or Development Studio. ,https://docs.google.com/forms/d/e/1FAIpQLSeh2LSTOJ1HzgJKROTkClYp8s22ISJo5rt4_fTFWMqGU3fTMA/viewform,,FALSE,-305
Myths & Legends,Digital Expo,February,2025-01-01,FALSE,Free,???,???,"""Our criteria for eligible candidates includes:🗡️ Established, real world myth and story🗡️ Myths will have a setting and heavy basis in the story or narrative🗡️ Must contain substantial real-world folklore material i.e. a game containing a sword called “Excalibur” does not make it Arthurian in mythos🗡️ Will be overt in the reference, i.e. witches will not qualify, however the Baba Yaga will.""",https://docs.google.com/forms/d/e/1FAIpQLScTnpJUJoLaAojwiV3YK_mhRNpmmXO_t3a6MdLTMoC9bAfq1g/viewform,,FALSE,-328
Sport-acular Steam Fest,Digital Expo,March,2024-12-13,FALSE,Free,Yes,???,"We're calling all developers and publishers to bring their sports games to the spotlight at the first-ever Sport-acular Steam Fest! Whether it's racing, extreme sports, football, or golf, we want to celebrate the thrill of the game and the rush of competition. ",https://docs.google.com/forms/d/e/1FAIpQLScm1ojawi2RdikVGDqWCy2fw5OdVgckYMFd2h8ltf3u6DWLjA/viewform,,FALSE,-347
Women’s Day Sale,Digital Expo,March,2024-12-10,FALSE,Free,Yes,Yes,"Curated event. ""The game is made by a team in which women and other gender marginalised developers hold key positions (CEO, creative director, lead designer,  art director, founder...)""",https://womensdaysale.carrd.co/,https://store.steampowered.com/sale/womenday24,FALSE,-350
Precision Platformer Fest,Digital Expo,March,2024-12-08,FALSE,Free,Yes,???,"The Precision Platformer Fest is a tentative third-party Steam event organized by 2 Left Thumbs. In order to apply for a Steam event, you need to present a shortlist of games that have already made a soft commitment to participating. The more games that apply, the more likely we are to secure an event!",https://docs.google.com/forms/d/e/1FAIpQLSeXjftLq8M-3JUibMepagbo21pwANb7Nwhjh8uyer4kqL5zXA/viewform,,FALSE,-352
Farm & Harvest,Digital Expo,February,2024-12-07,FALSE,Free,Yes,???,The Farm & Harvest 2025 Steam Sale is here! We are looking for games that fit the theme of farming and agriculture. Whether it's classic farming simulations or city builders with a large farming component – we want to celebrate these games!,https://docs.google.com/forms/d/e/1FAIpQLSeZd9aS6Charcao8j6MqYEiwKp66MnabdqLY4pLAbF8u5YTKA/viewform,,FALSE,-353
LudoNarraCon,Digital Expo,April,2024-12-06,FALSE,Free,"Yes, with steam featuring",Yes,Curated event.,https://www.ludonarracon.com/,https://store.steampowered.com/sale/ludonarracon,FALSE,-354
The Storyteller's Festival,Digital Expo,February,2024-12-03,FALSE,Free,Yes,???,"Curated event. "" celebration of the art of storytelling, featuring a wide range of visual novels and narrative games that showcase the best in interactive fiction""",https://docs.google.com/forms/d/e/1FAIpQLSfEys_1FsEzwe3Y_j8x9bSEoftPA9869zdf3f9BJ7LnjKHeSw/viewform,,FALSE,-357
Dice Dimensions,Digital Expo,March,2024-11-27,FALSE,Free,"Yes, Daily deal",Free,"""We want to push dice-rolling games genre forwards, by creating the curated themed event with all the games that features dice mechanics in it! """,https://docs.google.com/forms/d/e/1FAIpQLSdUm9E2lpcnhZzxAXWXzwr3Ztum45KaQr9rLOdbUvlyhnASoQ/viewform,,FALSE,-363
Indie Multiplayer Celebration,Digital Expo,December,2024-10-14,FALSE,Free,"Yes, featuring probably???",???,"Curated event. ""- Only games that are primarily focused on multiplayer are eligible for this event.
- We're also limiting participation to ""Indie games."" ... we're looking for games developed by teams of fewer than 20 people, without ties to AAA publishers or studios. ..""",https://docs.google.com/forms/d/e/1FAIpQLSejctumzVwelBTTzWVfS8VqbWfqT7OvkYGdT1NamD4Pt7DWcg/viewform,,FALSE,-407
Bullet Heaven Fest,Digital Expo,November,2024-09-26,FALSE,Free,"Yes, no featuring",???,Curated event for bullet heaven genre games.,https://forms.gle/cUrGBEwT5MFE5kC46,,FALSE,-425
The Indie Horror Showcase,Digital Expo,October,2024-09-16,FALSE,Free,???,???,"Curated event. ""Presented by DreadXP in partnership with The MIX. 
Don’t miss out on the year’s best in independent horror gaming.""",https://www.indiehorrorshowcase.com/,,FALSE,-435
Save & Sound,Digital Expo,June,2024-09-06,FALSE,Free,Yes,Yes,Curated event.,https://www.saveandsound.io/,https://store.steampowered.com/curator/40246264/sale/savesound,FALSE,-445
Turn-Based Carnival,Digital Expo,November,2024-08-31,FALSE,Free,"Yes, featuring",Free,Curated event for turn based games.,https://docs.google.com/forms/d/e/1FAIpQLSdYItqFlI4JYyAlX2iqoySBo1pk0Pv5BxJr6ufgEdAHQMerEg/viewform,,FALSE,-451
Dames 4 Games,Digital Expo,October,2024-08-07,FALSE,Free,???,???,"Curated event. ""The Dames-4-Games team continues to work hard to create spaces so that women in the gaming community will always have a place to share their journey. We want to help women and other marginalized voices celebrate all that they’ve done and continue to do.""",https://form.jotform.com/233177021990051,,FALSE,-475
The Mix Seattle,Digital Expo,August,2024-08-02,FALSE,500$,???,???,Curated event.,https://mediaindieexchange.com/showcases/mix-seattle-2024,,FALSE,-480
Roguelike Celebration,Digital Expo,October,2024-08-01,FALSE,Free,"Yes, weekend deal featuring",Yes,"Curated event. ""The best way to get in is to submit a talk! We like to feature games from current and post speakers. But, you know, make it a good talk. We're not going to accept a proposal that's just an ad for your game. PS: our CFP is currently open 😉
The next best way to get in is to be a known participant in the roguelike community. And the final best way is to have a game that aligns with our values, actually is a roguelike or uses procedural generation, and has something unique about it."" Join mail list to get event invite.",https://roguelike.club/,https://store.steampowered.com/sale/roguelikecelebration2021,FALSE,-481
Frog themed Steam Sale,Digital Expo,October,2024-07-21,FALSE,???,Yes,???,"The entry requirements for both Demos and Released Games are really simple:
- Prominently feature frogs in the gameplay",https://docs.google.com/forms/d/e/1FAIpQLSe28ehfvDJHWF8B5cZJaGSbDs_MiMzOXZMrKJBkQ99_vX9iiw/viewform,,FALSE,-492
Cat Awarness Steam Sale,Digital Expo,August,2024-07-20,FALSE,Free,Yes,???,Curated event. Games with cats,https://www.devcatsgames.com/catawarenesssteamsale,,FALSE,-493
SimFest,Digital Expo,July,2024-06-11,FALSE,Free,Yes,???,Curated event.,https://docs.google.com/forms/d/e/1FAIpQLSehAjyUdy0gGJEGnL4gHJ4GMTGsAfM4_ACCxiqNhzrx7r1mhA/viewform,,FALSE,-532
Jump High,Digital Expo,June,2024-05-24,FALSE,Free,???,???,"Curated event. ""This online exhibition is free and welcome all unreleased/unported games to register. """,https://global.jump-game.com/jumphigh/,,FALSE,-550
"Kick it, Slam it, Own the Game!",Digital Expo,June,2024-05-19,FALSE,Free,Yes,???,"Curated event. We feel that sports games and other titles related to this genre are underrepresented on Steam, especially during sales events. To change that, we're hosting this event for your games to help them reach the right audience and attract new potential players.",https://docs.google.com/forms/d/e/1FAIpQLSfwwDZ85qOcgywKUc8znTArja779MwYbZWHiATtMscIjBtGgQ/viewform,,FALSE,-555
PixElated Festival,Digital Expo,July,2024-05-10,FALSE,Free,Yes,Yes,"Curated event. 3. Your game has one of the tags: Pixel Art, Pixel Art Graphics
4. Your game ALSO has one or both of those tags: Adventure, RPG",https://glittery-desert-ad1.notion.site/What-is-PixElated-1740ec1a44de4d12853d21ccfb192a9a,,FALSE,-564
Guerilla Collective,Digital Expo,June,2024-04-26,FALSE,"Free to apply, $500 if you get selected",Yes with front page featuring,Yes,"Covered by all big medias, a ton of exposure for $500 (that you pay only after you're selected)","https://www.guerrillacollective.com/
https://mediaindieexchange.com/showcases/guerrilla-collective-2024",,FALSE,-578
Future of Play Direct,Digital Expo,June,2024-04-19,FALSE,Free,Yes,???,Curated event.,https://heyglitch.com/s5opencall/,https://store.steampowered.com/curator/40697905/sale/futureofplay,FALSE,-585
Automation Games Sale,Digital Expo,April,2024-03-13,FALSE,Free,Yes,It's free,"Curated event. ""Criteria: Your game should feature gameplay elements of the automation processes: conveyor lines; helping bots / minions; supply units, etc. There is no restriction on the setting of your game: medieval or sci-fi – it doesn't matter, as long as the project should contain the automation elements.""",https://docs.google.com/forms/d/e/1FAIpQLSd4KUxQeF2Nxl38J0nGa-rY9EW-GkLesQ5ZUynUrdZtWwJl3Q/viewform,,FALSE,-622
Access-Ability Summer Showcase,Digital Expo,July,2024-03-13,FALSE,???,???,???,Curated event. https://www.eurogamer.net/the-access-ability-summer-showcase-was-a-vital-addition-to-the-summer-game-fest-season,https://twitter.com/LaurakBuzz/status/1767862399825035349?s=20,,FALSE,-622
Dames 4 Games,Digital Expo,March,2024-01-07,FALSE,???,???,???,"Curated event. ""he Dames-4-Games team continues to work hard to create spaces so that women in the gaming community will always have a place to share their journey. We want to help women and other marginalized voices celebrate all that they’ve done and continue to do.""
Was part of mix: https://mediaindieexchange.com/showcases/dames-4-games-june-2023","https://twitter.com/Dames4Games
https://form.jotform.com/233177021990051",,FALSE,-688
Indie RPG,Digital Expo,July,2023-12-31,FALSE,Free,Yes,???,"The scope of RPG Direct in 2024 is only to include indie RPGs together on a Steam page to help players find new indie RPGs to buy, try, and wishlist,",https://docs.google.com/forms/d/e/1FAIpQLSeb7dIxKp1iKw023H5xrWp_JJk5Yv4VZfjem5HvnOspfI3Guw/viewform,,FALSE,-695
The MIX - PGA,Digital Expo,October,2023-10-01,FALSE,???,???,???,For games that are exibited at PGA,https://mediaindieexchange.com/showcases/poznan-game-arena-2023,,FALSE,-786
Latin American Games Showcase,Digital Expo,February,2023-09-06,FALSE,Free,???,Its free,Curated event. For games from Latin America or Latino devs.,https://www.lagshowcase.com/,,FALSE,-811
Scottish Games Steam Sale,Digital Expo,September,2023-09-01,FALSE,Free,Yes,Charity Event,"It is a charity sale with a donate-what-you-can mechanic - either a one-off donation to the charity or a % of sales
We can include upcoming games, demos and DLC
To be eligible to take part, the studio or members of your development team must be from or located in Scotland",If you would like your game included please drop me an email at korina@neonhive.co.uk,,FALSE,-816
Programmer's Day Sale,Digital Expo,September,2023-07-31,FALSE,Free,Yes,???,"Curated event. ""party of games that are not only fun to play, but can teach you to think like a true engineer and feel like a tech wizard!""",https://docs.google.com/forms/d/e/1FAIpQLSfGmytxgFbQuahF86Yv0WcLCjdGatW4fWhHc1G7pZQleg2CNA/viewform,,FALSE,-848
The Mix Next,Digital Expo,September,2023-07-21,FALSE,$500 if you get selected,"Yes, with featuring",Yes!,"Curated event. Steam featuring, worth the money! (Previous editions)",https://www.mediaindieexchange.com/,https://store.steampowered.com/sale/TheMIXNext,FALSE,-858
Realms Deep,Digital Expo,August,2023-07-15,FALSE,Free,"Yes, with featuring",Yes,"Curated event ""3D Realms’s shooter-focused digital event""",https://www.realmsdeep.game/,"https://store.steampowered.com/sale/RealmsDeep2021
https://store.steampowered.com/sale/RealmsDeep2022",FALSE,-864
EEK3 2023 Indie Games Showcase,Digital Expo,November,2023-07-15,FALSE,Free,???,???,Curated event. For PS1-Aesthetic games,https://docs.google.com/forms/d/e/1FAIpQLScf0CW761DSRQ74OAQO2XkYSogZykL9sNM_oPbrXywZ7PXMIg/viewform,,FALSE,-864
Dreamhack Beyond,Digital Expo,October,2023-07-01,FALSE,Free,Yes,Yes,Curated event.,https://dreamhack.typeform.com/Summer23Indie,https://store.steampowered.com/sale/DreamHackBeyondGameAwards2023,FALSE,-878
Season of Pride,Digital Expo,July,2023-05-30,FALSE,Free/Paid,Yes,Yes,"Curated event. The main requirement to join the sale and marathon is for the games to have rich queer characters and/or storylines. The goal of this sale is showcasing *representation* across the LGBTQIA+ spectrum.
In the Steam event, we will allow some games to be featured more prominently for a nominal fee, though all accepted games will be included. If you would like to learn more about this, let us know and we will follow-up with you shortly. The funds go to MidBoss to cover all costs in production.","https://seasonofpride.tv/
https://docs.google.com/forms/d/e/1FAIpQLSdTb--y6LZae3XzIzdfdXOXfhHzuEXq6jJxk0zAWWmYjwYbQQ/viewform",https://store.steampowered.com/sale/seasonofpride2022,FALSE,-910
Games Made in Europe,Digital Expo,May,2023-03-28,FALSE,Paid (starts at 1500/750 EUR),"Yes, its first eddition, don't know what to expect","its first eddition, don't know what to expect","Curated event for lowest paid tiers, guaranteed selection and positioning for mid and high paid tier.",https://www.gamesmadeineurope.eu/,,FALSE,-973
The Mix Live Showcase,Digital Expo,March,2023-02-03,FALSE,$500 if you get selected,Yes,Yes!,"Curated event. Steam featuring, worth the money! (Previous editions)",https://www.mediaindieexchange.com/,,FALSE,-1026
Friendship Games Week,Digital Expo,February,2023-01-31,FALSE,Free,Yes,???,"Curated event. "" Must be playable by at least 2 players on 1 computer at the same time.""",https://docs.google.com/forms/d/e/1FAIpQLSe7jbO9WMqXCf7oAXJ35fX-sIq9EO__b_SfnOEOPX2GAeSoDQ/viewform,https://store.steampowered.com/sale/friendshipgamesweek,FALSE,-1029
My Friend Machine,Digital Expo,March,2023-01-13,FALSE,Free,Yes,???,"Curated events about: ""exploring the diversity of human-machine interaction in video games, Games that only include robots/machines/tech with no people or no real interaction between them are not eligible.""",https://docs.google.com/forms/d/e/1FAIpQLSfln7jy5-XiEDg2_YvHUWdJ8ckrD6RcnDD9-0eo5_lXlWwQCw/viewform,,FALSE,-1047
Demospree,Digital Expo,January,2022-12-04,FALSE,Free,No,???,Curated event,https://demospree.com/,,FALSE,-1087
Melbourne International Games Week,Digital Expo,October,2022-08-07,FALSE,Free?,Yes (weekend deal feature),Yes,Curated event. Need more info.,https://gamesweek.melbourne/,https://store.steampowered.com/sale/migw2021,FALSE,-1206
Fear Fest,Digital Expo,September,2022-08-05,FALSE,Free,Yes,???,Curated event for horror games,https://fearfest.online/,,FALSE,-1208
Games From Ontario Steam Sale,Digital Expo,September,2022-07-22,FALSE,???,Yes (No featuring),???,Curated event,https://twitter.com/IOnews/status/1539240741150642179,,FALSE,-1222
Seattle Indies Expo,Digital Expo,September,2022-06-25,FALSE,"$6 for submission, 60$ when selected","Yes, weekend deal featuring",Yes,Curated event. Had featuring from Steam and Twitch. For devs from Pacific NW US. Jury provides great feedback,https://six.seattleindies.org/,https://store.steampowered.com/sale/six2021,FALSE,-1249
The Nightmarket Festival,Digital Expo,August,2022-06-13,FALSE,Free,Yes,???,Curated event for games made in Southeast Asia,https://form.jotform.com/221271787982467,,FALSE,-1261
GameMaker Awards,Digital Expo,July,2022-05-24,FALSE,Free,Yes,Yes,Curated events for GameMaker games.,https://gamemaker.io/en/blog/awards-2022-submit,,FALSE,-1281
SwissGames Showcase,Digital Expo,July,2022-02-13,FALSE,Free,Yes,???,Curated event.,https://swissgames.ch/swissgames-showcase/,https://store.steampowered.com/sale/SwissGamesSale,FALSE,-1381
Future Games Show - Spring,Digital Expo,March,2022-02-04,FALSE,Paid and free options,Yes,???,Curated event. Need more info.,https://www.gamesradar.com/future-games-show/,https://store.steampowered.com/sale/futuregamesshow,FALSE,-1390
Pancake Week,Digital Expo,February,2022-01-17,FALSE,Free,"Yes, with featuring",Yes,"Curated event, CIS region",https://docs.google.com/forms/d/e/1FAIpQLSe5bcSucuajhooujd9R4bYHcm4fWjb6jMDPILVb_pMRTtxSoQ/viewform,https://store.steampowered.com/sale/PanCakeWeek,FALSE,-1408
Games from Quebec,Digital Expo,January,2021-12-17,FALSE,Free,"Yes, featuring",Yes,Curated event,https://docs.google.com/forms/d/e/1FAIpQLSd1Ajz-P4qXjbsqhhgLaO8llX_XlU0kc8euQvQRNVrUJ6MyQQ/viewform,https://store.steampowered.com/sale/quebec,FALSE,-1439
The Big Adventure Event,Digital Expo,January,2021-12-15,FALSE,Free,"Yes, featuring???",Yes,Curated event.,https://bigadventureevent.com/,https://store.steampowered.com/sale/thebigadventureevent,FALSE,-1441
GI's Biz Indie Publishing Awards,Digital Awards,May,TBA,FALSE,$35,No,Depends,"Curated Event, For games looking for a publisher/funding",https://www.gamesindustry.biz/network/events/1973,,#VALUE!,#VALUE!
